415	8 
416	20 
417	6 
418	7 
419	8 
420	13 
421	19 
422	1 
423	19 
424	1 
425	22 
426	24 
427	1 5 16 
428	1 
429	20 
430	24 
431	6 
432	12 
433	2 
434	21 
435	16 
436	5 
437	6 
438	7 12 24 
439	11 
440	14 
441	20 
442	13 
443	12 
444	6 
445	11 
446	6 
447	5 
448	16 
449	15 
450	14 
451	17 
452	16 
453	24 
454	5 
455	10 
456	6 
457	6 
458	4 
459	10 
460	13 
461	19 
462	17 
463	4 
464	1 
465	6 
466	8 
467	21 
468	22 
469	18 
470	4 
471	1 
472	14 
473	6 15 24 
474	16 
475	19 
476	14 
477	8 
478	11 
479	9 
480	8 
481	20 
482	22 
483	22 
484	12 
485	21 
486	8 
487	18 
488	3 
489	2 
490	24 
491	1 
492	5 
493	10 
494	2 
495	3 5 16 
496	6 
497	8 
498	5 
499	8 10 17 
500	24 
501	17 
502	5 
503	13 
504	8 
505	12 
506	3 
507	9 
508	8 
509	4 
510	1 
511	17 
512	12 
513	6 
514	2 
515	6 
516	14 
517	7 8 24 
518	8 
519	6 8 9 
520	5 
521	8 
522	2 
523	19 
524	9 
525	9 
526	14 
527	20 
528	21 
529	11 
530	4 
531	20 
532	3 
533	16 
534	10 
535	19 
536	17 
537	7 
538	13 
539	20 
540	15 
541	19 
542	19 
543	1 23 24 
544	20 
545	3 
546	12 
547	19 
548	4 
549	14 
550	16 
551	15 
552	10 
553	4 
554	17 
555	5 
556	6 
557	10 
558	1 
559	14 
560	8 
561	14 
562	4 
563	16 
564	8 
565	3 
566	20 
567	14 
568	1 
569	11 
570	5 8 10 
571	14 
572	5 
573	8 
574	18 
575	24 
576	18 
577	18 
578	7 
579	20 
580	17 
581	13 
582	15 
583	14 
584	5 
585	18 
586	8 
587	17 
588	24 
589	6 
590	19 
591	22 
592	14 
593	17 
594	20 
595	20 
596	6 
597	17 
598	13 
599	19 
600	19 
601	15 18 19 
602	24 
603	22 
604	9 
605	19 
606	9 
607	20 
608	8 
609	15 
610	17 
611	6 
612	9 
613	22 
614	5 
615	19 
616	5 
617	13 
618	15 
619	6 
620	13 
621	5 
622	5 
623	14 
624	20 
625	18 
626	12 
627	4 
628	22 
629	7 
630	8 10 17 
631	20 
632	5 
633	9 
634	3 
635	9 
636	21 
637	14 
638	5 17 19 
639	14 
640	2 
641	3 8 14 
642	13 
643	2 
644	24 
645	8 
646	1 
647	24 
648	15 
649	4 8 10 
650	19 
651	20 
652	1 
653	19 
654	2 
655	14 
656	20 
657	3 
658	15 
659	7 13 16 
660	2 
661	9 
662	17 
663	4 6 15 
664	13 
665	8 
666	14 
667	20 
668	1 3 5 
669	22 
670	21 
671	3 16 20 
672	21 
673	16 
674	20 
675	1 
676	17 
677	19 
678	9 
679	5 
680	16 
681	14 
682	14 
683	5 10 18 
684	4 
685	10 
686	18 
687	14 
688	23 
689	17 
690	24 
691	19 
692	10 
693	14 
694	17 
695	15 16 20 
696	5 12 17 
697	5 
698	17 
699	5 
700	11 
701	1 
702	12 
703	13 
704	17 
705	6 7 14 
706	17 
707	24 
708	3 7 17 
709	17 
710	20 
711	24 
712	23 
713	17 
714	17 
715	5 
716	8 
717	2 
718	6 
719	2 
720	7 
721	14 
722	7 
723	3 16 18 
724	2 
725	5 
726	3 
727	16 
728	14 
729	8 
730	7 
731	19 
732	2 3 8 
733	16 
734	8 10 24 
735	16 
736	5 
737	22 
738	20 
739	8 13 14 
740	8 
741	17 
742	16 
743	3 
744	14 
745	17 
746	15 
747	19 
748	5 
749	23 
750	17 
751	6 
752	9 
753	17 
754	15 
755	13 
756	18 
757	24 
758	6 
759	16 
760	20 
761	5 
762	8 
763	17 
764	14 
765	18 
766	5 
767	16 
768	23 
769	1 
770	24 
771	5 
772	16 
773	3 
774	8 
775	5 
776	12 
777	24 
778	8 
779	18 
780	1 
781	23 
782	20 
783	15 
784	8 
785	12 
786	18 
787	4 
788	4 5 18 
789	4 
790	5 
791	19 
792	11 14 17 
793	22 
794	6 10 14 
795	24 
796	14 
797	3 4 14 
798	5 7 14 
799	8 
800	8 
801	15 
802	2 
803	14 
804	5 
805	6 
806	13 
807	14 
808	14 
809	7 
810	18 
811	18 
812	3 
813	21 
814	8 
815	14 
816	8 
817	24 
818	16 
819	5 
820	8 
821	16 
822	22 
823	14 
824	12 
825	5 
826	22 
827	17 
828	3 
829	17 
830	3 
831	15 16 22 
832	21 
833	10 
834	8 
835	6 
836	6 
837	7 
838	23 
839	18 
840	18 
841	11 
842	4 
843	18 
844	17 
845	5 
846	1 7 9 
847	15 
848	13 18 23 
849	3 
850	17 
851	5 
852	3 
853	6 
854	14 
855	12 
856	20 
857	14 
858	2 
859	4 8 17 
860	7 
861	13 
862	8 
863	6 
864	1 
865	14 
866	8 
867	23 
868	6 
869	11 
870	21 
871	5 
872	18 
873	4 
874	12 
875	3 
876	22 
877	14 
878	5 
879	17 
880	17 
881	8 
882	6 10 20 
883	15 
884	7 
885	8 
886	18 
887	22 
888	2 
889	14 
890	14 
891	5 
892	21 
893	8 
894	18 
895	7 
896	19 
897	3 
898	7 
899	6 
900	7 
901	6 
902	1 
903	6 
904	6 
905	1 
906	4 
907	13 
908	14 
909	13 
910	5 
911	17 
912	11 
913	14 16 18 
914	12 
915	21 
916	19 
917	11 
918	9 13 14 
919	4 
920	16 
921	1 
922	2 4 6 
923	4 
924	22 
925	8 
926	6 18 20 
927	1 
928	20 
929	8 
930	3 
931	18 
932	13 
933	14 
934	17 
935	14 
936	15 
937	8 
938	16 
939	5 
940	2 
941	8 14 22 
942	6 
943	4 7 21 
944	24 
945	7 13 15 
946	18 
947	6 
948	8 
949	16 
950	4 12 15 
951	14 
952	11 
953	9 
954	10 14 18 
955	17 
956	4 
957	8 
958	17 
959	8 
960	3 
961	8 14 17 
962	9 
963	4 
964	19 
965	6 
966	19 
967	17 
968	24 
969	18 
970	14 
971	20 
972	6 
973	17 
974	8 15 18 
975	8 
976	13 
977	15 
978	4 5 16 
979	6 
980	8 14 17 
981	2 
982	24 
983	9 
984	9 
985	1 
986	8 
987	18 
988	6 7 19 
989	2 
990	24 
991	3 
992	5 
993	9 
994	1 20 24 
995	16 
996	6 
997	19 
998	4 
999	20 
1000	19 
