346	29 
347	17 
348	12 29 32 
349	6 
350	26 
351	21 
352	7 
353	34 
354	5 
355	12 
356	12 
357	8 
358	22 
359	10 
360	3 
361	31 
362	16 
363	10 18 31 
364	25 
365	4 
366	15 
367	16 
368	10 
369	30 
370	6 
371	5 12 18 
372	12 
373	12 
374	28 
375	25 
376	16 
377	22 
378	6 17 28 
379	3 12 32 
380	33 
381	25 
382	8 9 13 
383	34 
384	3 
385	1 
386	9 
387	12 
388	22 
389	4 
390	3 
391	11 
392	30 
393	11 
394	37 
395	17 
396	10 19 33 
397	26 
398	17 
399	35 
400	18 
401	31 
402	23 
403	3 
404	8 
405	20 
406	1 11 37 
407	9 
408	6 
409	13 
410	13 
411	32 
412	17 
413	12 
414	12 14 33 
415	27 
416	24 
417	9 
418	24 
419	30 
420	14 
421	37 
422	28 
423	5 
424	21 
425	10 
426	30 
427	19 
428	18 
429	3 
430	13 14 25 
431	37 
432	28 
433	8 
434	4 13 34 
435	20 
436	28 
437	4 5 25 
438	28 
439	17 
440	1 
441	1 
442	7 
443	8 
444	26 
445	2 
446	27 
447	9 
448	2 
449	13 
450	20 
451	17 
452	25 
453	14 
454	11 
455	20 
456	21 
457	26 
458	33 
459	12 
460	11 
461	13 
462	10 
463	5 
464	27 
465	4 
466	8 
467	5 
468	3 
469	30 
470	12 
471	4 
472	13 
473	1 
474	15 
475	36 
476	15 23 32 
477	11 21 23 
478	14 
479	4 
480	27 
481	17 
482	10 
483	5 
484	34 
485	3 
486	17 
487	35 
488	19 
489	8 
490	28 
491	9 19 27 
492	8 
493	31 
494	30 
495	31 
496	32 
497	7 
498	24 
499	24 
500	33 
501	1 3 15 
502	7 
503	19 
504	26 
505	36 
506	5 
507	15 
508	20 
509	26 
510	8 
511	12 
512	36 
513	13 
514	25 
515	19 
516	17 
517	2 
518	8 
519	33 
520	14 
521	4 
522	16 
523	34 
524	34 
525	23 
526	16 
527	31 
528	11 21 23 
529	10 
530	13 
531	4 
532	15 
533	27 
534	37 
535	11 
536	4 
537	10 
538	28 
539	10 
540	28 
541	7 22 29 
542	29 
543	31 
544	6 
545	7 
546	21 
547	36 
548	13 
549	9 
550	15 
551	32 
552	29 
553	13 
554	27 
555	1 
556	16 
557	8 
558	4 
559	20 
560	14 16 20 
561	20 
562	31 
563	19 
564	26 
565	6 7 31 
566	21 
567	28 
568	25 
569	3 9 20 
570	21 
571	5 
572	33 
573	19 
574	2 
575	35 
576	24 28 29 
577	32 
578	20 
579	29 34 36 
580	8 
581	1 
582	8 
583	28 
584	30 
585	15 
586	16 
587	14 16 19 
588	12 
589	30 
590	11 
591	27 
592	8 
593	11 
594	30 
595	34 
596	3 
597	30 
598	8 
599	21 
600	3 13 14 
601	24 
602	4 
603	3 
604	28 
605	6 27 33 
606	18 
607	12 
608	5 
609	13 
610	20 
611	36 
612	27 
613	2 
614	8 19 35 
615	16 
616	32 
617	2 
618	9 
619	33 
620	32 
621	33 
622	8 
623	4 
624	22 
625	3 
626	7 
627	31 
628	30 
629	26 
630	30 
631	19 31 34 
632	1 
633	17 
634	37 
635	1 
636	33 
637	31 
638	22 
639	27 
640	28 
641	24 
642	15 
643	16 
644	31 
645	23 
646	12 
647	22 
648	12 
649	5 
650	9 
651	3 
652	19 
653	25 
654	5 
655	21 
656	15 
657	9 19 34 
658	7 
659	24 
660	8 
661	33 
662	13 
663	25 
664	19 
665	36 
666	7 
667	14 15 19 
668	14 
669	5 
670	8 
671	28 
672	21 
673	10 22 35 
674	7 8 19 
675	4 15 23 
676	27 
677	31 
678	15 
679	7 
680	25 
681	1 
682	34 
683	14 23 33 
684	20 
685	36 
686	15 
687	6 
688	8 
689	13 
690	18 
691	14 
692	19 
693	2 
694	37 
695	23 
696	3 
697	12 16 28 
698	17 
699	23 
700	18 
701	8 
702	13 
703	17 
704	2 5 12 
705	35 
706	35 
707	6 23 26 
708	23 
709	2 
710	17 
711	9 
712	33 
713	26 
714	3 
715	3 
716	32 
717	20 
718	5 
719	19 
720	32 
721	22 
722	23 
723	25 
724	2 
725	15 19 36 
726	34 
727	34 
728	6 
729	13 
730	31 
731	2 
732	5 
733	32 
734	33 
735	33 
736	7 
737	19 
738	14 
739	33 
740	33 
741	28 
742	27 
743	14 
744	2 
745	9 
746	15 24 28 
747	12 
748	10 
749	25 
750	23 
751	3 27 34 
752	34 
753	5 
754	20 
755	19 
756	31 
757	15 
758	36 
759	5 6 32 
760	33 
761	8 
762	13 
763	34 
764	8 
765	16 
766	17 
767	21 
768	19 
769	9 
770	14 
771	33 
772	2 
773	16 
774	2 30 33 
775	18 
776	36 
777	24 
778	4 
779	3 9 27 
780	4 
781	12 
782	33 
783	27 
784	9 
785	2 
786	13 
787	3 
788	3 
789	23 
790	6 
791	18 
792	36 
793	36 
794	13 
795	6 8 35 
796	25 
797	17 
798	33 
799	8 
800	3 
801	20 
802	21 
803	31 
804	1 
805	22 
806	26 
807	1 
808	3 16 27 
809	32 
810	31 
811	7 
812	3 
813	12 
814	1 
815	32 
816	30 
817	13 
818	2 
819	13 
820	10 
821	4 
822	28 
823	1 
824	37 
825	6 
826	19 
827	9 
828	18 
829	8 
830	15 
831	29 
832	5 
833	28 
834	9 24 30 
835	19 
836	20 
837	2 
838	31 
839	16 
840	35 
841	14 
842	7 
843	31 
844	19 
845	34 
846	9 
847	14 
848	30 
849	8 
850	36 
851	13 
852	3 
853	16 
854	31 
855	20 
856	15 
857	16 21 32 
858	30 
859	27 
860	22 
861	4 
862	4 
863	8 
864	9 28 30 
865	27 
866	4 
867	8 24 34 
868	5 
869	20 
870	26 
871	15 
872	8 19 21 
873	30 
874	5 14 15 
875	19 
876	6 
877	22 
878	17 
879	3 
880	37 
881	36 
882	4 
883	31 
884	9 
885	3 
886	34 
887	27 
888	30 
889	19 
890	22 
891	3 
892	18 
893	17 
894	32 
895	2 
896	6 
897	19 
898	5 11 30 
899	30 
900	28 
901	4 13 18 
902	13 
903	6 
904	34 
905	30 
906	17 
907	8 
908	26 
909	27 
910	12 
911	34 
912	31 33 34 
913	20 
914	15 
915	22 
916	30 
917	17 
918	8 
919	26 28 32 
920	3 
921	17 
922	2 
923	31 
924	12 
925	29 
926	1 
927	3 
928	32 
929	8 
930	8 13 34 
931	8 
932	28 
933	21 
934	29 
935	3 
936	18 
937	14 
938	13 19 23 
939	14 
940	4 
941	4 
942	28 
943	1 30 31 
944	4 
945	34 
946	13 
947	33 
948	15 
949	34 
950	1 
951	30 
952	31 
953	6 
954	3 
955	8 
956	7 
957	7 
958	34 
959	5 
960	4 
961	30 
962	15 
963	28 33 34 
964	28 
965	3 
966	33 
967	8 
968	31 
969	12 
970	3 
971	15 
972	33 
973	14 
974	9 
975	14 
976	3 
977	15 
978	19 
979	30 
980	4 
981	4 
982	4 
983	2 6 29 
984	19 
985	31 
986	12 
987	9 
988	3 
989	30 
990	19 29 36 
991	1 14 33 
992	14 
993	1 13 32 
994	1 7 34 
995	30 
996	31 
997	33 
998	4 
999	13 
1000	9 
